Date,Open,High,Low,Close,Adjusted_close,Volume
2019-04-01,27.0,27.0,27.0,27.0,26.7741,0
2019-04-02,27.0,27.0,27.0,27.0,26.7741,0
2019-04-03,27.0,27.0,27.0,27.0,26.7741,0
2019-04-04,34.26,36.25,33.68,35.81,35.4606,32661800
2019-04-05,35.4,36.8,34.92,36.58,36.2231,4490500
2019-04-08,37.0,39.41,36.59,39.22,38.8373,3526100
2019-04-09,39.32,40.0,37.66,38.6,38.2234,2905600
2019-04-10,38.96,40.98,38.61,40.26,39.8672,4580300
2019-04-11,41.17,42.98,40.38,42.06,41.6496,2523800
2019-04-12,43.13,43.31399999999999,41.01,41.87,41.4615,1700300
2019-04-15,41.85,44.25,41.51,42.33,41.917,1609900
2019-04-16,43.14,43.23,40.07,40.82,40.4217,1636300
2019-04-17,41.1,41.27,38.63,39.4,39.0156,1460300
2019-04-18,39.49,39.736,38.21,39.36,38.976,778300
2019-04-22,39.27,40.31,38.75,40.05,39.6592,721000
2019-04-23,40.35,40.75,38.85,39.3,38.9165,909500
2019-04-24,39.09,40.05,38.27,39.99,39.5998,704200
2019-04-25,39.87,40.3,39.199,39.8,39.4117,627800
2019-04-26,39.93,41.06,39.93,40.23,39.8375,822000
2019-04-29,39.36,41.43,38.7,41.25,40.8475,1084100
2019-04-30,41.34,41.34,39.801,40.25,39.8573,485600
2019-05-01,40.5,41.92,40.21,40.31,39.9167,669300
2019-05-02,40.06,40.29,38.95,39.45,39.0651,619700
2019-05-03,39.48,39.985,38.36,39.17,38.7878,754800
2019-05-06,38.34,41.05,37.51,40.25,39.8573,612400
2019-05-07,40.0,40.53,38.53,39.25,38.867,708200
2019-05-08,39.51,41.178000000000004,38.77,39.89,39.5008,791800
2019-05-09,41.46,42.2,40.39,41.08,40.6792,1464100
2019-05-10,41.09,43.99,41.09,43.0,42.5805,1237500
2019-05-13,42.17,43.5,41.55,42.98,42.5606,700500
2019-05-14,43.01,44.95,42.16,43.43,43.0063,988200
2019-05-15,43.2,46.33,42.17,42.47,42.0556,1022000
2019-05-16,42.39,44.15,40.29,44.01,43.5806,907600
2019-05-17,43.35,44.38,42.75,43.29,42.8676,535900
2019-05-20,42.95,44.62,42.6,44.55,44.1153,519700
2019-05-21,44.99,45.167,43.201,43.46,43.036,335200
2019-05-22,43.47,43.98,42.805,43.48,43.0558,373200
2019-05-23,42.91,44.075,42.801,44.01,43.5806,392200
2019-05-24,44.06,44.41,43.15,44.25,43.8183,402400
2019-05-28,44.47,44.78,42.96,43.33,42.9072,419900
2019-05-29,43.07,43.33,42.33,43.01,42.5903,448600
2019-05-30,43.47,44.28,43.03,43.97,43.6221,353400
2019-05-31,44.26,45.19,43.5,45.09,44.7333,783700
2019-06-03,45.45,45.79,43.44,43.82,43.4733,665700
2019-06-04,44.1,44.56,42.28,43.52,43.1757,439000
2019-06-05,43.74,44.74,42.84,44.01,43.6618,426000
2019-06-06,43.23,44.278999999999996,43.05,43.59,43.2451,388000
2019-06-07,43.7,44.06,42.39,42.9,42.5606,317800
2019-06-10,43.1,43.78,43.1,43.41,43.0665,339900
2019-06-11,43.49,43.805,40.62,42.75,42.4118,493100
2019-06-12,42.42,43.16,41.44,42.58,42.2431,358000
2019-06-13,42.7,43.218,41.65,41.84,41.50899999999999,301200
2019-06-14,42.04,42.33,41.05,41.44,41.1121,222900
2019-06-17,41.38,42.66,41.0,41.82,41.4891,375500
2019-06-18,42.0,42.99,41.21,42.23,41.8959,422600
2019-06-19,42.05,43.338,41.93,43.03,42.6896,459600
2019-06-20,43.49,43.7,42.87,42.95,42.6102,678400
2019-06-21,42.82,43.51,42.504,43.21,42.8681,2290700
2019-06-24,43.49,43.49,41.28,41.51,41.1816,698900
2019-06-25,41.41,41.86,40.51,41.09,40.7649,591900
2019-06-26,41.04,41.755,40.52,41.52,41.1915,597800
2019-06-27,41.7,42.5,41.7,42.43,42.0943,618100
2019-06-28,42.72,44.5,42.7,43.81,43.4634,779200
2019-07-01,44.3,44.64,43.5,43.87,43.5229,368900
2019-07-02,43.86,44.46,42.54,44.12,43.7709,471500
2019-07-03,44.46,47.23,43.73,45.5,45.14,738600
2019-07-05,45.5,46.93,45.0,46.32,45.9535,749300
2019-07-08,46.51,47.48,45.53,46.85,46.4793,647600
2019-07-09,46.85,47.94,46.8,47.06,46.6877,408300
2019-07-10,47.07,48.3,46.66,47.88,47.5012,401400
