Date,Open,High,Low,Close,Adjusted_close,Volume
2001-01-02,42.25,42.5625,40.0,40.0,26.8683,54000
2001-01-03,39.75,40.125,39.25,39.8125,26.7423,54000
2001-01-04,40.0625,40.6875,39.375,39.375,26.4485,65700
2001-01-05,39.375,39.375,35.375,35.75,24.0138,94500
2001-01-08,36.0,37.1875,36.0,36.5,24.5173,75800
2001-01-09,36.875,37.0,36.3125,36.3125,24.3917,17900
2001-01-10,36.375,38.0,36.375,37.875,25.4412,42500
2001-01-11,37.625,38.75,36.625,36.625,24.6013,53700
2001-01-12,36.875,37.25,35.75,37.0,24.853,51800
2001-01-16,37.5,38.0625,36.0625,38.0,25.5251,116400
2001-01-17,38.5,41.5,38.5,40.25,27.0358,128800
2001-01-18,40.25,40.5,40.0,40.375,27.12,67600
2001-01-19,40.375,41.25,39.8125,39.8125,26.7423,62200
2001-01-22,39.8125,39.9375,39.375,39.9375,26.8267,41200
2001-01-23,39.9375,40.375,39.5,40.3125,27.0787,46500
2001-01-24,40.375,40.375,39.1875,39.1875,26.3224,23300
2001-01-25,39.1875,39.5,38.75,39.5,26.5325,140000
2001-01-26,39.5,39.6875,39.4375,39.5625,26.5743,29500
2001-01-29,39.5,41.31,39.5,41.25,27.7078,74000
2001-01-30,41.25,41.55,40.75,40.79,27.3992,63400
2001-01-31,41.0,41.0,39.66,39.92,26.8146,42000
2001-02-01,40.0,41.25,39.75,41.0,27.5402,120700
2001-02-02,41.0,42.6,41.0,42.5,28.5477,65800
2001-02-05,42.75,43.0,41.0,41.0,27.5402,50500
2001-02-06,40.75,41.25,40.0,41.2,27.6743,35000
2001-02-07,41.2,44.0,41.2,42.86,28.7896,76500
2001-02-08,43.0,43.4,42.54,43.0,28.8833,48200
2001-02-09,43.0,43.0,42.2,42.2,28.3459,27200
2001-02-12,42.2,43.71,42.0,43.39,29.1455,33100
2001-02-13,43.14,43.99,43.14,43.6,29.2863,33900
2001-02-14,43.46,43.46,42.5,43.1,28.9505,20800
2001-02-15,43.35,43.5,42.7,43.4,29.151999999999997,18400
2001-02-16,43.2,43.2,41.93,42.1,28.2788,29600
2001-02-20,42.1,42.1,39.1,39.4,26.4657,52200
2001-02-21,39.2,39.8,39.1,39.37,26.4448,48400
2001-02-22,39.3,39.3,39.0,39.01,26.2031,85500
2001-02-23,39.01,39.75,39.01,39.75,26.7005,62700
2001-02-26,39.8,42.65,39.8,42.1,28.2788,50100
2001-02-27,42.35,42.5,41.0,41.0,27.5402,30400
2001-02-28,41.1,41.1,39.0,39.4,26.4657,59400
2001-03-01,39.4,40.45,39.25,40.3,27.0697,19700
2001-03-02,40.2,41.55,40.05,40.51,27.2107,11000
2001-03-05,40.7,40.8,39.05,39.56,26.5727,20500
2001-03-06,39.65,40.7,39.25,39.6,26.5997,13600
2001-03-07,39.7,40.17,39.5,39.9,26.8012,23300
2001-03-08,39.9,41.0,39.9,39.95,26.8348,20700
2001-03-09,39.95,39.95,37.25,37.6,25.2562,74300
2001-03-12,38.0,38.45,37.35,38.03,25.5451,38200
2001-03-13,38.01,39.1,38.01,38.99,26.1901,21400
2001-03-14,39.0,40.21,38.53,39.2,26.3311,40500
2001-03-15,39.05,39.2,38.6,38.74,26.0221,12300
2001-03-16,38.9,38.92,38.05,38.05,25.5584,67800
2001-03-19,38.02,38.55,37.42,37.95,25.4912,117300
2001-03-20,37.95,37.95,36.1,36.19,24.3091,90500
2001-03-21,36.2,36.25,35.9,35.95,24.148000000000003,31600
2001-03-22,35.85,35.85,33.93,34.0,22.838,49700
2001-03-23,34.0,34.0,32.3,32.6,21.8978,131600
2001-03-26,32.6,33.5,31.25,33.25,22.3344,103500
2001-03-27,33.2,34.94,33.0,34.94,23.4694,37600
2001-03-28,35.0,35.55,33.6,35.5,23.846,37200
2001-03-29,35.5,37.0,35.4,36.35,24.4164,34700
2001-03-30,36.25,36.55,35.35,36.0,24.1816,75400
2001-04-02,35.9,35.96,35.5,35.5,23.846,96900
2001-04-03,35.75,35.8,34.7,34.75,23.3417,31900
