Date,Open,High,Low,Close,Adjusted_close,Volume
2001-01-02,80.0,80.5625,77.9375,79.875,70.2225,5300
2001-01-03,77.5156,83.0,77.5156,80.0,70.3321,15400
2001-01-04,81.375,85.0,81.3125,84.875,74.6178,9300
2001-01-05,85.5,85.5,82.25,84.0,73.8489,10500
2001-01-08,83.6875,83.9375,80.5625,80.5625,70.8264,5000
2001-01-09,84.0,84.9375,82.0,84.8125,74.5629,5600
2001-01-10,81.8125,86.9375,81.8125,85.8594,75.4834,13300
2001-01-11,84.8125,85.0,82.0,84.6875,74.4525,4000
2001-01-12,83.25,88.6875,83.0,86.875,76.3762,14800
2001-01-16,86.5156,87.0,85.75,86.9062,76.4038,5400
2001-01-17,86.5625,86.5625,83.1875,84.25,74.0686,19600
2001-01-18,86.25,86.25,81.25,85.0,74.7278,12800
2001-01-19,84.5,86.25,83.625,84.8125,74.5629,9600
2001-01-22,83.6875,86.5,83.6875,85.5,75.1673,11500
2001-01-23,84.9375,86.875,84.9375,86.1875,75.7717,12000
2001-01-24,87.0,87.0,85.3125,86.125,75.7164,4400
2001-01-25,87.0,87.0,86.0625,86.625,76.1563,9500
2001-01-26,87.0469,87.0469,85.3125,85.75,75.3878,8500
2001-01-29,86.8125,88.625,85.75,87.125,76.5957,8700
2001-01-30,86.5625,87.5625,85.9375,87.0,76.486,14700
2001-01-31,86.5,88.5,86.0,87.0,76.486,29900
2001-02-01,87.3125,89.0,86.5781,88.625,77.9146,14300
2001-02-02,87.4375,89.0,87.4375,89.0,78.2442,9300
2001-02-05,89.6875,92.5625,89.375,92.5625,81.3768,9700
2001-02-06,90.0781,92.0,90.0625,92.0,80.882,5300
2001-02-07,92.0,92.0,91.375,91.5625,80.4973,3300
2001-02-08,91.9375,92.0,91.9375,91.9375,80.8274,7000
2001-02-09,93.0,93.0,91.9688,92.5625,81.3768,3000
2001-02-12,92.0625,94.25,92.0625,94.0,82.6407,5000
2001-02-13,93.75,95.0,93.75,94.4375,83.025,20200
2001-02-14,94.25,95.0,94.25,95.0,83.5194,11200
2001-02-15,95.0,96.4375,95.0,95.375,83.8491,9400
2001-02-16,95.2656,97.1875,94.6875,97.1875,85.4424,17400
2001-02-20,96.375,98.125,96.375,97.875,86.0473,5100
2001-02-21,97.8594,97.875,95.75,97.875,86.0473,8900
2001-02-22,97.0625,97.0625,94.0625,97.0,85.2771,11900
2001-02-23,92.5625,98.0,92.5625,98.0,86.1567,9400
2001-02-26,96.6406,98.375,96.6406,97.0,85.2771,16800
2001-02-27,95.75,97.8125,93.375,95.375,83.8491,5200
2001-02-28,95.375,95.375,90.9688,94.125,82.7501,4400
2001-03-01,93.5156,94.0,92.1875,93.75,82.4206,6800
